Date,Customer ID,Product Category,Product Name,Product Price,Page Visits,Number of Conversions,Quantity,Discount,Sales
2022-12-17,3052,Tablets,Step son glass tree.,179,7,1,4,0.059889409823568905,673.1191825663246
2022-07-21,3389,Tablets,Share mean social allow. Middle off perhaps none.,238,3,0,5,0.10758622993131667,1061.9723863817333
2022-09-14,3415,Laptops,Wide available key break price gun former.,1820,7,0,4,0.11188655312449095,6465.465893253706
2020-12-10,3311,Headphones,Economy reveal throw field test.,588,4,0,2,0.1059300458775251,1051.4262660480306
2022-07-23,309,Tablets,Owner mouth painting six.,1876,8,0,2,0.14327199461837317,3214.4434761918637
2021-02-12,383,Smartphones,Recently number really west election.,1969,6,1,2,0.14348392963730797,3372.960285088281
2021-09-09,2098,Laptops,Set customer gun series.,932,1,1,1,0.07542533798719728,861.7035849959321
2020-05-01,4807,Desktops,Happy full budget end deep level.,403,4,0,5,0.18021293546952466,1651.8709350289078
2023-09-20,4723,Speakers,Every behavior I per low.,609,1,1,5,0.2116424461951739,2400.548751335695
2020-12-01,2683,Headphones,Nature across pass.,296,8,0,3,0.29308904244736755,627.7369303067376
2020-07-26,763,Tablets,Factor appear board subject find speak answer.,1454,1,0,2,0.20354682255314377,2316.085840015458
2020-06-06,1546,Smartphones,Study recently another.,104,10,1,4,0.18415118958005458,339.3931051346973
2021-11-12,1819,Desktops,Rest bar somebody follow kitchen.,1775,2,0,5,0.1511075508792198,7533.920485946925
2021-12-27,3078,Tablets,Role process from billion material however.,181,10,0,4,0.0651226096075173,676.8512306441575
2020-10-14,1941,Headphones,Friend animal run dream.,70,5,0,2,0.2741737706004772,101.6156721159332
2022-04-19,4078,Speakers,No record here growth position.,1938,4,0,2,0.01911354462097656,3801.915901049095
2020-07-03,598,Smartphones,Drive still new take experience continue program.,1182,1,1,2,0.27010228478786563,1725.4781987614858
2022-11-14,2379,Speakers,Approach either course chance difference.,572,10,1,3,0.09351233070133348,1555.5328405165117
2023-03-21,1974,Tablets,Reason organization television alone set.,1107,3,0,3,0.15689757091563192,2799.9431669891865
2020-06-14,1547,Laptops,Here make church simple director fire blood.,1655,9,0,1,0.1322031644623842,1436.203762814754
2021-02-19,2563,Tablets,Trip realize never message consider room hard.,701,3,0,4,0.1651059897915264,2341.04280462456
2021-06-20,2349,Headphones,Not price against finish certain property term.,1999,9,0,3,0.08164856765078816,5507.353539798223
2021-06-07,4548,Speakers,Through leave fast edge article.,1008,3,1,4,0.18016921072220102,3305.557742368085
2020-09-13,3569,Desktops,Really kitchen back.,1743,5,1,3,0.2785991281381261,3772.2051589657385
2022-05-22,2137,Headphones,Very everything energy until friend decade raise.,536,6,0,4,0.06949679042778237,1994.9988813228347
2020-05-11,1690,Desktops,Old world soon week hope west memory.,1196,9,0,1,0.04976304312985562,1136.4834004166928
2020-08-03,4460,Tablets,Unit attack response seek grow system civil.,729,10,0,1,0.006217386126779012,724.467525513578
2020-11-26,500,Smartphones,Return yet beyond its. Well play show more.,1771,5,0,4,0.02364463585669968,6916.5013995911395
2023-01-13,1326,Speakers,Federal wall develop college want politics much.,503,10,1,3,0.15974222408621325,1267.9489838539043
2021-06-16,2825,Smartphones,Against amount choice adult.,1005,5,1,5,0.11874891360705457,4428.286709124551
2020-02-26,4661,Headphones,Quite discussion charge yet. They sure red.,475,10,1,5,0.29243464470232483,1680.4677188319786
2020-03-31,1760,Tablets,Top image recently.,628,8,1,4,0.2964798894849727,1767.2425176137485
2021-03-01,3071,Desktops,Civil minute value training style.,783,8,0,3,0.14894492363873,1999.1283743726233
2021-04-26,172,Headphones,Tonight together probably because.,310,3,1,1,0.019998800990686925,303.80037169288704
2022-01-09,4779,Laptops,Per reality bill consumer bit. Notice upon loss.,1384,4,0,4,0.1386560112940465,4768.400321476159
2022-04-04,2881,Headphones,Page himself safe media doctor practice radio.,907,2,0,3,0.16191405505960887,2280.431856182804
2022-02-18,4257,Speakers,Catch her for group car identify series.,1784,6,0,5,0.1769714329954942,7341.414817680192
2021-04-08,3875,Speakers,Discover even others person.,430,6,1,4,0.1695602048092343,1428.356447728117
2021-12-01,4495,Laptops,Future religious anything stay in goal.,516,8,0,3,0.07701550229734296,1428.780002443713
2023-10-15,2941,Desktops,Yes rule whatever table environment.,1134,3,0,2,0.025238991669108868,2210.757966894461
2020-11-21,3528,Headphones,Magazine if control start able.,1654,2,0,1,0.10044341034791522,1487.866599284548
2022-06-26,1353,Speakers,Usually woman end yes hotel factor end until.,452,9,0,4,0.2691229974477474,1321.4256206144728
2020-05-17,1580,Smartphones,Instead practice field race wonder upon.,1762,6,0,2,0.09681595747564449,3182.8205658558286
2022-05-31,479,Speakers,Exist everybody lot without.,939,7,0,5,0.20832825994616858,3716.8988195527386
2020-11-04,1847,Laptops,Improve author threat must.,1910,9,1,4,0.08979642708958264,6953.955297035588
2020-04-02,3026,Tablets,Develop understand onto offer discussion.,450,10,0,5,0.22586616898674122,1741.8011197798323
2023-09-30,4587,Desktops,Thousand debate treatment official.,1791,1,0,1,0.09688208983349268,1617.4841771082147
2021-09-19,3362,Headphones,Again lose modern yeah.,1530,6,0,5,0.20040942397026953,6116.867906627438
2020-11-18,2730,Headphones,Lead field purpose model east.,854,2,0,1,0.1048757189036334,764.4361360562971
2022-08-22,4100,Speakers,Yeah Congress day face trade experience relate.,180,9,0,1,1.5441591649612007e-05,179.99722051350307
2020-03-17,849,Headphones,Much coach adult station forget exist outside.,1263,9,1,5,0.2936269171424179,4460.746018245631
2022-12-14,804,Smartphones,Tonight perhaps sing wonder.,1787,8,1,2,0.1611838898210307,2997.928777779636
2023-07-16,2820,Speakers,Wide window body. Station style similar compare.,1755,7,1,4,0.024262742945237368,6849.6755445244335
2020-12-27,3895,Headphones,Today happy truth.,1736,10,0,2,0.26800073760806986,2541.5014390247816
2022-08-03,2964,Headphones,Offer want certainly.,1231,3,0,4,0.11570799466374981,4354.253834275696
2021-06-25,1447,Headphones,List edge fire state.,1295,4,1,5,0.19830647263106815,5190.965589713834
2021-12-30,1224,Smartphones,Language view star thought.,1799,3,0,3,0.18922389359540193,4375.758646265615
2020-07-13,1837,Laptops,Special base report similar cut.,1268,4,0,1,0.05703394349023667,1195.6809596543799
2023-02-25,1531,Headphones,Allow about less network.,1172,2,1,1,0.003766907506028516,1167.5851844029346
2022-08-24,4123,Smartphones,Chance city account suffer win.,780,1,0,2,0.17003033185830427,1294.7526823010453
2022-02-02,503,Desktops,Cold as now arrive friend dark fall.,765,6,1,3,0.15470847662013956,1939.9440461567797
2021-08-02,2074,Headphones,Hour indeed man take.,149,9,0,1,0.06049014142552449,139.98696892759685
2023-02-13,1531,Laptops,Bill blood air these explain brother.,170,9,0,1,0.09797897873906208,153.34357361435943
2023-07-13,1772,Speakers,Left public sort long month there each eight.,914,8,1,5,0.07657698976530394,4220.043156772561
2022-05-03,4047,Headphones,Feeling college give play war two cell.,1930,3,1,5,0.1293850843256794,8401.433936257194
2020-06-17,1990,Tablets,Sing professor true step our.,604,10,1,5,0.2164595492427955,2366.2921612867576
2023-12-24,3585,Laptops,Authority security share.,1984,4,1,4,0.04449086047989746,7582.9205312315335
2022-07-26,1857,Speakers,Himself inside trip environmental.,1836,5,0,2,0.24920664889651947,2756.9131852519804
2021-02-12,4518,Desktops,Contain personal safe often forget Democrat.,532,5,0,3,0.22474890249100957,1237.3007516243488
2021-09-27,1362,Desktops,Begin long treatment across.,744,3,1,5,0.22399813192434012,2886.726949241455
2023-05-21,2421,Speakers,Similar social me method. Give soon chair.,844,9,1,1,0.215726084214463,661.9271849229932
2020-02-13,3113,Tablets,Evidence must break yeah job add music.,1273,5,0,5,0.07425991201084604,5892.335660050965
2023-03-31,581,Headphones,Bank few improve order adult involve movie.,877,6,0,4,0.048331259882137254,3338.4539403334625
2023-02-22,3951,Headphones,Value against increase question fly.,917,10,1,5,0.26695562160513087,3361.008474940475
2022-06-02,4343,Smartphones,Audience message image hair most.,668,3,0,4,0.07936647775490382,2459.932771438897
2021-08-11,3843,Tablets,Oil drug old star senior will.,1601,6,1,1,0.0339251396823266,1546.6858513685952
2021-07-17,3509,Headphones,Later finish rather dream.,831,2,1,4,0.05746354314508666,3132.991182585732
2020-06-21,4532,Tablets,Cut water away those.,258,6,1,5,0.1950691922150341,1038.360742042606
2022-01-31,4353,Smartphones,Part cause try election send carry successful.,1653,7,0,5,0.16800276283826351,6876.457165141752
2023-11-12,645,Speakers,Month medical discussion draw TV.,907,10,0,4,0.0982156951650547,3271.673457941182
2020-05-16,4457,Headphones,Happy check standard ground trade sing important.,1680,4,0,1,0.04874623873818915,1598.1063189198421
2020-03-13,3358,Tablets,Wait get everybody wide no sport.,1700,9,0,3,0.10104741239072458,4584.658196807305
2023-09-04,145,Laptops,Citizen side mission value over area.,1457,6,1,5,0.026589229437307915,7091.297463549212
2021-10-17,728,Speakers,Rise low receive garden difficult throw degree.,474,9,0,4,0.19964795750953143,1517.4674725619284
2021-07-09,1557,Headphones,Rise free such.,489,4,0,5,0.25891579094122247,1811.950891148711
2021-06-27,1060,Headphones,That during color. Base nor attack.,1547,9,0,4,0.1865343952043739,5033.725162475334
2022-03-19,119,Smartphones,Expect rise player camera.,1946,5,1,5,0.06401039472060854,9107.17885936848
2020-10-03,2712,Smartphones,Law PM magazine her people.,1104,7,0,1,0.14498755511117276,943.9337391572652
2022-03-06,3322,Smartphones,No letter couple gas show good.,428,9,1,1,0.19183543801495692,345.8944325295984
2021-07-02,1017,Speakers,Security feeling team how.,1072,3,0,1,0.14105253790859854,920.7916793619823
2023-05-17,2961,Speakers,School recent leave interview maybe involve vote.,1650,10,1,4,0.20743059855833224,5230.958049515008
2020-07-13,437,Headphones,Ready past major raise.,1325,4,0,2,0.2032242217220112,2111.45581243667
2023-01-29,1487,Tablets,Kind deep rate land trial drop.,911,9,0,4,0.23012911217146292,2805.409515247189
2022-11-08,3953,Speakers,Show stuff democratic simply hear court Congress.,1219,7,1,1,0.06491321614781644,1139.8707895158118
2023-08-21,907,Laptops,Draw bill energy phone.,1983,5,1,5,0.04890638650860883,9430.093177767143
2023-07-17,542,Speakers,Director third here.,565,3,0,4,0.028971668283224006,2194.524029679914
2022-12-31,4998,Headphones,Year she sister but administration maybe.,1748,5,0,4,0.18879254873282578,5671.962499260082
2022-01-15,733,Headphones,Foreign range amount.,1431,8,1,5,0.17114266522432814,5930.474230319932
2021-01-02,847,Laptops,Worry try defense management spend ago.,215,3,0,3,0.16449308573006913,538.9019597041054
2023-02-11,3831,Laptops,Property face chance billion win. Instead we the.,1669,2,0,5,0.02533410504349064,8133.586893412071
2023-09-24,1498,Speakers,Fly which administration create skin keep why.,1376,2,1,4,0.17239279446083267,4555.150059287577
2023-07-03,3207,Laptops,Would recent sign he yeah tonight.,423,4,1,2,0.2743312621786882,613.9157521968298
2022-09-10,4206,Desktops,Style many picture different pull.,928,10,1,5,0.09088407855806882,4218.297875490561
2023-10-22,3096,Speakers,Far clear piece organization federal.,1216,8,1,5,0.16128683190874915,5099.376061994805
2020-11-09,3308,Smartphones,Move season some probably decade life.,1601,1,1,2,0.11396887969014069,2837.0716472321697
2022-11-14,1608,Smartphones,Edge skin tend certainly health low professor us.,1668,2,1,3,0.06915366612964637,4657.95505468725
2023-04-16,587,Speakers,Which front deep try test worker kid.,1628,9,1,1,0.17461121899023946,1343.73293548389
2023-01-13,2066,Headphones,Picture long analysis set federal.,803,6,0,2,0.28612140262664054,1146.4890273816152
2023-03-01,3155,Desktops,Watch factor address agent produce dog.,349,4,1,1,0.17767867893167055,286.990141052847
2022-06-03,1392,Smartphones,Up key address term.,1722,10,1,1,0.250560495733235,1290.5348263473693
2023-10-20,3086,Speakers,Toward professor knowledge call player.,697,8,1,3,0.1727422447608403,1729.7959662050828
2020-01-23,192,Tablets,Recently shoulder save wrong.,1096,9,1,3,0.2768470628067638,2377.7268574913605
2021-11-23,4347,Smartphones,Save age big force room task.,1196,5,0,4,0.2639635694339064,3521.1982838281915
2021-03-17,1873,Laptops,Base cell candidate end field.,999,8,0,4,0.15981914548978543,3357.3626946228173
2021-05-27,2353,Headphones,Main yes mission become speech particular light.,1598,4,1,4,0.09419099485582534,5789.931160881564
2022-03-06,513,Desktops,Beyond unit open nature treatment.,1439,1,1,4,0.08686610993585178,5255.998671209238
2022-04-09,2387,Laptops,Charge Mr left summer five cost reflect why.,827,1,1,3,0.018720916748449456,2434.553405547097
2022-11-22,77,Tablets,Experience past cell Democrat.,615,2,0,3,0.25352184999208655,1377.2521867646003
2021-08-10,577,Speakers,After she unit.,381,9,1,2,0.13503851568118974,659.1006510509334
2022-10-27,2915,Smartphones,Not staff else about career cover develop.,82,2,1,5,0.2536196157470067,306.0159575437272
2022-06-15,197,Smartphones,Blood fine behavior sing.,1548,1,0,2,0.26264396218089,2282.8542930879644
2022-05-06,4195,Headphones,Land often book.,1899,1,1,2,0.03391546033324755,3669.189081654326
2021-04-07,4919,Tablets,Heart air dog challenge station.,817,4,0,1,0.020772219028072768,800.0290970540646
2020-03-09,949,Tablets,Common reflect star.,493,7,0,2,0.13680143884181947,851.113781301966
2023-11-09,4718,Desktops,Couple enter tough fast practice think.,1362,3,0,4,0.21528657254627687,4275.118752767883
2023-04-16,484,Desktops,Notice nice scientist herself.,824,5,1,5,0.1570740351038694,3472.854975372058
2023-04-08,2354,Desktops,Recently police behind. Already get bring plan.,1833,9,0,2,0.2543851705362514,2733.4239648141024
2021-04-16,4833,Laptops,Front trial performance affect address whose.,799,4,0,5,0.05486821651471616,3775.801475023709
2022-05-01,965,Speakers,Peace material stay song.,1581,5,0,5,0.12688212131142815,6901.996831033161
2023-03-24,3644,Laptops,Exist fire none inside town.,375,5,0,5,0.21438963195454755,1473.0194400852233
2023-01-14,3629,Tablets,A create soon.,1929,7,0,1,0.25421666680428384,1438.6160497345365
2023-08-23,4329,Laptops,Right couple key early letter half.,842,8,0,3,0.17357680900851868,2087.544980444482
2023-06-07,2266,Headphones,Glass admit early rate member.,1889,6,1,3,0.06479193395917293,5299.824110253367
2021-01-15,537,Headphones,Role performance deal institution.,56,4,1,5,0.12649331731617355,244.5818711514714
2023-12-03,4124,Headphones,Future finally face.,342,2,0,1,0.2130520466378093,269.1362000498692
2022-03-25,1953,Headphones,Consumer around debate baby.,1292,1,0,4,0.013399631172201054,5098.750706102064
2020-11-15,3794,Smartphones,Crime research surface north baby.,131,1,1,1,0.047733941760687494,124.74685362934994
2022-02-06,2418,Speakers,Understand growth several book statement.,89,6,0,5,0.07369466846639601,412.2058725324538
2023-07-19,2409,Tablets,Blood animal wind low book.,1381,9,1,2,0.0854072764962704,2526.105102317301
2020-02-27,2102,Tablets,Carry can our feeling seek.,491,3,0,5,0.08243311929161921,2252.6266921390747
2022-02-04,3588,Laptops,Front develop seat official test pattern.,83,9,0,1,0.13014991155493685,72.19755734094025
2020-06-27,2837,Headphones,Whatever marriage in enjoy hour condition.,62,1,1,5,0.014029856270586049,305.6507445561183
2020-11-09,4838,Speakers,Matter political suddenly fish majority about.,1008,2,1,3,0.29145104956007,2142.6520261303485
2022-11-24,2598,Speakers,Finish investment industry me.,680,10,1,1,0.14327202568334677,582.5750225353243
2021-09-20,3014,Headphones,Minute indicate lot by eye.,874,6,0,3,0.06873404704596664,2441.7793286454753
2023-05-11,3986,Speakers,Market agency company main receive.,1712,9,0,2,0.21288797501796963,2695.071573538472
2020-02-17,1050,Headphones,My of impact TV friend miss.,698,2,0,5,0.10641610075809012,3118.607808354265
2022-08-06,4615,Speakers,Century bar idea. Head argue organization person.,1520,5,1,4,0.009447155345109448,6022.561295501735
2020-12-23,1065,Tablets,Reduce theory between.,136,1,0,1,0.1614563019358038,114.04194293673069
2022-06-12,1564,Desktops,Catch hold I year word Mr quality.,1864,1,0,3,0.003138902684579625,5574.447256187831
2020-08-25,2538,Desktops,Fight while character find toward American.,1322,1,0,4,0.20223908005173113,4218.559744686446
2023-06-08,596,Smartphones,Democrat marriage without interesting both.,347,3,0,5,0.16165350934406852,1454.5311612880412
2023-03-25,3150,Speakers,Specific nation second store very.,198,1,0,4,0.02055286257300637,775.722132842179
2022-12-10,1127,Desktops,His building someone reason truth learn.,768,5,1,3,0.2373249821365467,1757.2032411573964
2022-11-11,899,Tablets,Lawyer pick finally fall such.,1598,2,1,5,0.11691628426141769,7055.838888751273
2020-05-22,3683,Speakers,Card watch important consider war.,1568,1,1,2,0.08056372598329554,2883.352155316385
2022-08-18,4320,Tablets,Live front single blood land.,169,6,1,3,0.1599132954142469,425.9239592249768
2020-03-09,3260,Desktops,High spring scientist they speak.,1017,1,1,3,0.24288696529729686,2309.951868877947
2020-08-18,2616,Speakers,Hotel reality remain within.,1263,7,1,1,0.09751194492029226,1139.842413565671
2021-06-13,2363,Smartphones,Article take together Democrat my.,1368,10,0,1,0.03882672272377036,1314.885043313882
2020-05-27,2635,Smartphones,Test day television beat daughter mission.,1669,5,0,3,0.1034393015555752,4489.079417111235
2021-06-17,2945,Speakers,Lose all hotel foreign very green approach.,1136,5,1,5,0.25444262367415843,4234.76589753078
2023-04-27,3018,Desktops,Benefit weight though just himself several.,875,9,1,2,0.09588199429842689,1582.2065099777528
2023-03-27,2029,Laptops,Century vote wind week performance right.,1583,10,0,4,0.2920096214102586,4482.995077230243
2020-12-24,4014,Speakers,Participant bed government.,1501,1,1,4,0.17720980332032785,4940.032340864752
2020-04-02,299,Smartphones,Lose my enjoy resource impact shoulder.,1545,7,0,3,0.03611751760294137,4467.595305910367
2020-02-28,3540,Headphones,Have special lawyer put model.,184,9,0,3,0.26220090543933255,407.2651001974884
2022-08-18,4960,Laptops,Home loss eight guess relate authority.,316,4,1,5,0.02208463898814006,1545.1062703987386
2021-03-15,518,Laptops,Sign house open something safe nation.,1788,3,0,4,0.11799943112102473,6308.068068622431
2023-11-20,3860,Laptops,Individual happen fine item factor line.,280,5,1,1,0.121126703463719,246.08452303015866
2020-05-28,3649,Speakers,Difficult song trial personal defense evening.,1402,2,1,5,0.008564389160564323,6949.963631984444
2020-08-18,2775,Tablets,Floor increase reach my study magazine.,1446,9,0,1,0.07308716322861025,1340.3159619714295
2022-07-23,3123,Laptops,Factor attack the on president.,311,4,1,2,0.13174906643484352,540.0520806775273
2022-11-09,3360,Speakers,Goal here these firm home. Send board huge.,1063,1,0,3,0.18705680576547745,2592.475846413892
2020-02-06,1460,Tablets,Line economy stop sport region.,71,1,0,5,0.15583022282326453,299.6802708977411
2023-04-29,3270,Tablets,Might listen song billion.,679,1,1,2,0.16455402072141365,1134.5356398603203
2022-07-04,1832,Desktops,Person later bit cause party still buy.,438,3,1,4,0.25300775181747104,1308.7304188157907
2020-08-17,2932,Laptops,Arrive we science east agent attorney often.,874,1,1,3,0.19510023989161426,2110.447171004187
2020-06-14,3202,Smartphones,Whom give next role prove accept stuff.,317,3,0,4,0.28918365625702175,901.3151238660963
2022-10-22,4508,Headphones,Scientist provide find study general.,516,3,0,3,0.2641945829141915,1139.0267856488315
2022-01-02,1942,Smartphones,Myself purpose young road.,765,10,1,2,0.27271649898491584,1112.7437565530788
2020-04-22,2644,Speakers,Wait test night machine guess another poor begin.,1769,2,0,4,0.24440150301606436,5346.614964658329
2023-05-26,2520,Smartphones,Detail agent which seek technology.,519,7,1,1,0.15197377900618775,440.12560869578857
2020-12-09,1547,Speakers,Field book reduce prove east party officer.,342,1,0,3,0.2680585137879197,750.9719648535944
2022-01-05,4299,Speakers,Since religious strategy anything where many.,1229,5,1,4,0.13415065460958767,4256.515381939267
2022-07-13,3872,Smartphones,Safe challenge image Democrat course.,244,10,1,3,0.15071837089332418,621.6741525060867
2022-08-07,3497,Laptops,Friend lead they.,1632,3,0,5,0.267337725105085,5978.524163142506
2021-03-04,4169,Smartphones,Build common city poor.,659,10,0,2,0.21985485346775516,1028.2313031294987
2023-11-24,88,Speakers,None onto item form step hotel although.,399,1,1,2,0.029214869467325443,774.6865341650742
2021-05-01,2149,Headphones,Party right involve early. Throw wife available.,613,1,1,3,0.055158705069966216,1737.5631413763322
2023-09-13,4854,Tablets,Oil machine cause clear lawyer yard option.,242,5,1,2,0.12825552793932515,421.9243244773666
2022-12-20,3546,Laptops,Staff would former tonight day leg.,1033,9,1,4,0.008884520577184973,4095.2891609750714
2021-10-25,4032,Tablets,Now candidate performance from teacher about.,1673,3,0,4,0.14457492323128654,5724.504613736231
2022-07-21,3529,Speakers,Late simple Democrat protect describe.,362,3,1,2,0.2555695786051803,538.9676250898494
2021-05-01,1305,Speakers,West employee dream daughter degree.,1795,5,0,3,0.15962432051280226,4525.423034038559
2020-02-28,3955,Headphones,Resource station parent picture.,1454,2,0,2,0.23610964232014217,2221.3931601330264
2022-12-09,3468,Smartphones,News hand fast hear. Test experience forget.,751,10,0,3,0.12092788597537878,1980.5494728974718
2021-01-06,4213,Smartphones,Fact team agency ground catch power street.,283,2,1,3,0.11054617530175823,755.1462971688072
2021-08-13,3933,Headphones,Thus image seem clearly weight thus statement.,1177,3,0,5,0.010196498486510686,5824.993606406884
2022-08-28,324,Laptops,Safe mouth over sense how.,1261,2,0,5,0.13003704668734892,5485.116420636265
2021-11-07,79,Headphones,Property kitchen bar.,1381,3,0,4,0.26719952545714115,4047.9898213747524
2020-01-04,4856,Speakers,Include attack nothing believe PM would.,1469,4,0,4,0.13083251866636247,5107.228120316454
2021-02-01,594,Desktops,Seven anything entire next serious road as.,1058,2,1,1,0.10085588738248807,951.2944711493276
2021-11-02,3378,Smartphones,Arrive nor second material send.,1520,1,1,3,0.05793044572378433,4295.837167499543
2021-02-24,3952,Headphones,Reflect news explain speak.,687,5,1,3,0.1744433800450964,1701.4721937270563
2021-04-12,3973,Desktops,Protect nature and exist.,1978,5,0,5,0.03587958961889801,9535.150858669098
2022-01-16,1969,Smartphones,Threat behind just friend reflect guess cup.,1248,4,1,1,0.18186773332061837,1021.0290688158683
2022-03-02,1412,Laptops,Bring word day education.,1700,8,1,1,0.2508176915347639,1273.6099243909014
2020-11-06,1354,Speakers,Reveal drop need order reason.,871,5,0,2,0.09746440331739473,1572.2170094210985
2022-11-26,4814,Laptops,Certain message act phone. Dog style just mouth.,194,4,1,1,0.04632058684735963,185.01380615161224
2023-01-07,284,Headphones,Ball travel life since size out investment.,613,1,1,4,0.09760967427035382,2212.6610786890924
2023-02-01,4202,Desktops,Conference exist call college data.,1910,4,0,2,0.18026743256844044,3131.3784075885574
2023-12-13,4255,Tablets,Anything should training dark.,815,3,1,2,0.17040277479725244,1352.2434770804787
2021-11-19,4564,Laptops,Must type collection between adult however month.,1374,3,0,3,0.21902184631942576,3219.191949471327
2021-07-05,4561,Desktops,Defense pattern but.,1305,7,1,5,0.10307891704369854,5852.410066289867
2022-08-20,1319,Smartphones,Behavior chair suddenly change when career.,1967,7,1,3,0.2645945324544202,4339.627663986466
2021-09-30,345,Tablets,Recognize population impact serious maintain.,773,8,1,1,0.09446647304679918,699.9774163348242
2021-10-21,2143,Desktops,Establish turn crime cell trouble recognize.,1693,5,1,2,0.2085627035703859,2679.8066857106733
2023-07-17,2452,Laptops,Six for money investment thousand full.,1093,2,0,5,0.17211375885432928,4524.39830786109
2021-11-02,4781,Smartphones,Bed reduce natural human once year high.,601,9,0,5,0.060678756909132936,2822.6603354880554
2022-03-22,959,Laptops,Without growth challenge story author accept.,1666,5,0,1,0.24099078812131958,1264.5093469898816
2021-10-05,2561,Desktops,Clear change these technology collection.,229,6,1,3,0.005410213704041833,683.2831831853233
2020-05-23,4596,Tablets,Behind suddenly month several.,1573,6,0,4,0.02430520759075091,6139.071633838995
2022-09-21,717,Smartphones,Safe happy fact.,1704,9,1,2,0.23650366498752876,2601.995509722502
2020-03-11,2845,Tablets,Administration present him rest practice.,879,9,0,5,0.237715889559378,3350.2386653865333
2023-03-12,340,Smartphones,Arm believe available short and sport.,531,5,0,5,0.12522066473265422,2322.539135134803
2022-08-22,1776,Laptops,However state thus message. Mission to personal.,309,3,0,3,0.051540022741513924,879.2223989186166
2022-06-09,2429,Smartphones,Better color than successful no low power.,1171,7,0,4,0.05859242094959653,4409.55310027209
2022-03-09,4632,Headphones,Upon guy develop project recently.,1797,4,0,1,0.06817362599500963,1674.4919940869677
2020-04-25,619,Headphones,Interesting common full.,392,10,1,1,0.012088495848553404,387.26130962736704
2022-01-06,2138,Headphones,Environment sell price fear age baby across.,729,9,1,3,0.24987460603872855,1640.5242365933007
2021-09-27,4913,Headphones,Job blue either first.,504,5,1,2,0.03271080161601979,975.027511971052
2023-09-11,606,Speakers,Win continue choose drop set space will.,1432,1,0,4,0.2632672862928984,4220.004984114278
2022-07-08,500,Tablets,Whatever meeting see place.,743,6,1,2,0.1267530466737016,1297.6449726428796
2020-07-25,399,Laptops,Very today list family no court.,325,8,0,5,0.2795030191301414,1170.8075939135201
2023-07-23,1336,Desktops,Ask morning right region very these pass.,794,3,0,2,0.20093368476786744,1268.9173085886266
2021-01-04,1075,Smartphones,Every represent school concern so green.,124,8,1,3,0.15609524950368836,313.93256718462794
2020-01-05,1893,Tablets,Book economy action.,282,1,1,3,0.15349723786296038,716.1413367679355
2022-04-12,4895,Desktops,Source available knowledge break drop establish.,837,5,0,3,0.017357785790083034,2467.4145998811014
2022-01-31,1052,Desktops,Seat grow weight project capital.,1913,5,0,3,0.2165656238157277,4496.129884921539
2021-11-21,4917,Laptops,Guess interesting later enough feeling up if.,676,10,1,5,0.0387252613120899,3249.108616765136
2021-04-05,3316,Desktops,Adult save try billion upon happen unit.,1372,6,0,5,0.06756096690354778,6396.5317670416625
2021-04-18,4545,Desktops,View reason enter which physical whole kitchen.,1459,6,0,1,0.1846715619554698,1189.5641911069697
2020-03-01,398,Speakers,Fire through feeling feel.,1081,6,0,2,0.1747606231694082,1784.1675327077394
2021-06-30,3514,Headphones,Would grow former artist receive trouble movie.,547,4,0,5,0.08143640839433018,2512.2714230415068
2021-07-07,3715,Desktops,Call attack age.,199,9,0,4,0.19792407009699056,638.4524402027955
2021-05-20,2242,Speakers,Sell forward together member direction.,925,9,0,1,0.2929598642467093,654.012125571794
2022-06-22,3693,Headphones,During receive respond lawyer power south.,539,6,1,1,0.2202074218582575,420.3081996183992
2021-01-20,3679,Desktops,Example director popular throughout.,1369,6,0,1,0.01291252433291118,1351.3227541882447
2023-09-27,2968,Desktops,North upon have very.,151,4,1,2,0.048554197786058635,287.3366322686103
2022-07-05,1283,Tablets,Tree tree argue read chair face big.,717,5,0,2,0.23464731442657485,1097.5157511122918
2020-02-18,3580,Laptops,Especially finish high real join significant.,595,5,1,2,0.20998723438341294,940.1151910837386
2023-08-22,769,Laptops,With look smile room new.,1436,1,0,4,0.2987802914486216,4027.8060059191175
2022-06-30,1989,Laptops,Dog oil cover and. Way apply huge and easy.,903,8,1,5,0.23622427022292602,3448.447419943489
2020-05-16,1630,Desktops,World remember fire player ask color about.,752,9,0,5,0.07573106029313531,3475.251213297811
2022-10-04,3132,Speakers,Identify artist when Republican major sense.,1192,2,0,5,0.21600595855503063,4672.604487012017
2023-02-16,1774,Desktops,See at cup music sport list. A more standard on.,1294,1,1,3,0.21279879100068028,3055.915093335359
2022-10-02,4568,Laptops,Three decision seek really they cultural wife.,1256,5,1,3,0.06234582724412789,3533.080922944126
2022-07-30,4905,Headphones,Believe old far plant defense financial.,1597,7,0,5,0.11893808450810375,7035.279395202791
2021-01-31,3259,Smartphones,Outside truth democratic project as few that.,535,7,1,4,0.18229079492756015,1749.8976988550212
2020-07-16,1890,Desktops,Who than coach set general sit new they.,1199,7,0,3,0.10713494209009918,3211.635613301913
2023-07-17,3106,Desktops,Position option quite right when speech book.,404,2,1,4,0.003965390056914064,1609.5919296680268
2021-08-12,4570,Tablets,Worker every mouth skin use. Little spend old.,790,5,0,3,0.1919639764577554,1915.0453757951198
